date,usd_lkr_pct_change,threshold,regime,regime_name
2011-07-01,-0.2038940297677927,-0.2038940297677927,0,Stable
2011-08-01,-0.07495040583682666,-0.2038940297677927,1,Crisis
2011-09-01,0.23470403902903225,-0.2038940297677927,1,Crisis
2011-10-01,0.30898546127700044,-0.2038940297677927,1,Crisis
2011-11-01,0.03143942594880933,-0.2038940297677927,1,Crisis
2011-12-01,1.0291813330305377,-0.2038940297677927,1,Crisis
2012-01-01,2.3252907512554044,-0.2038940297677927,1,Crisis
2012-02-01,0.011247140985548576,-0.2038940297677927,1,Crisis
2012-03-01,3.0412187718273254,-0.2038940297677927,1,Crisis
2012-04-01,7.144806064068332,-0.2038940297677927,1,Crisis
2012-05-01,2.199816171350588,-0.2038940297677927,1,Crisis
2012-06-01,0.45139256592185983,-0.2038940297677927,1,Crisis
2012-07-01,2.2072098260138118,-0.2038940297677927,1,Crisis
2012-08-01,0.4800082516823956,-0.2038940297677927,1,Crisis
2012-09-01,-0.37377872782388133,-0.2038940297677927,0,Stable
2012-10-01,-0.36298314412649413,-0.2038940297677927,0,Stable
2012-11-01,-1.8436550693670783,-0.2038940297677927,0,Stable
2012-12-01,0.8894077509627341,-0.2038940297677927,1,Crisis
2013-01-01,-1.6877313144033068,-0.2038940297677927,0,Stable
2013-02-01,-1.02783592114718,-0.2038940297677927,0,Stable
2013-03-01,0.01120580808080529,-0.2038940297677927,1,Crisis
2013-04-01,-0.02659108591051007,-0.2038940297677927,1,Crisis
2013-05-01,-0.5786875347769005,-0.2038940297677927,0,Stable
2013-06-01,0.21902509619560195,-0.2038940297677927,1,Crisis
2013-07-01,1.3222890421028533,-0.2038940297677927,1,Crisis
2013-08-01,2.518909410730008,-0.2038940297677927,1,Crisis
2013-09-01,0.6357594683321199,-0.2038940297677927,1,Crisis
2013-10-01,0.2866599680832138,-0.2038940297677927,1,Crisis
2013-11-01,-1.0208052347436491,-0.2038940297677927,0,Stable
2013-12-01,0.07175819016682627,-0.2038940297677927,1,Crisis
2014-01-01,-0.24807478859862897,-0.2038940297677927,0,Stable
2014-02-01,-0.06010814878372184,-0.2038940297677927,1,Crisis
2014-03-01,0.08501312691442386,-0.2038940297677927,1,Crisis
2014-04-01,-0.16139538581982915,-0.2038940297677927,1,Crisis
2014-05-01,0.0060496670003074016,-0.2038940297677927,1,Crisis
2014-06-01,-0.16103392509282388,-0.2038940297677927,1,Crisis
2014-07-01,-0.08582387468333286,-0.2038940297677927,1,Crisis
2014-08-01,-0.04536682648685897,-0.2038940297677927,1,Crisis
2014-09-01,-0.028799122663525356,-0.2038940297677927,1,Crisis
2014-10-01,0.06253130406193019,-0.2038940297677927,1,Crisis
2014-11-01,0.23461455193687364,-0.2038940297677927,1,Crisis
2014-12-01,0.280327017550297,-0.2038940297677927,1,Crisis
2015-01-01,0.11517798359095277,-0.2038940297677927,1,Crisis
2015-02-01,0.4034983589998653,-0.2038940297677927,1,Crisis
2015-03-01,0.8469122200482682,-0.2038940297677927,1,Crisis
2015-04-01,0.1717121715222758,-0.2038940297677927,1,Crisis
2015-05-01,-0.020534035351638114,-0.2038940297677927,1,Crisis
2015-06-01,0.40421989622541066,-0.2038940297677927,1,Crisis
2015-07-01,0.3583096058744184,-0.2038940297677927,1,Crisis
2015-08-01,-0.19143157067960104,-0.2038940297677927,1,Crisis
2015-09-01,0.12724245185207206,-0.2038940297677927,1,Crisis
2015-10-01,4.020114768636085,-0.2038940297677927,1,Crisis
2015-11-01,1.1621534852753967,-0.2038940297677927,1,Crisis
2015-12-01,0.7899837416844635,-0.2038940297677927,1,Crisis
2016-01-01,0.9659511551192379,-0.2038940297677927,1,Crisis
2016-02-01,0.15034708898733484,-0.2038940297677927,1,Crisis
2016-03-01,0.06165077794924034,-0.2038940297677927,1,Crisis
2016-04-01,1.0404555865746623,-0.2038940297677927,1,Crisis
2016-05-01,0.04712902258954266,-0.2038940297677927,1,Crisis
2016-06-01,0.4863572721844456,-0.2038940297677927,1,Crisis
2016-07-01,-0.03234912934922951,-0.2038940297677927,1,Crisis
2016-08-01,-0.3153003992159453,-0.2038940297677927,0,Stable
2016-09-01,-0.135831252879981,-0.2038940297677927,1,Crisis
2016-10-01,0.1753401260988996,-0.2038940297677927,1,Crisis
2016-11-01,0.8950343775973923,-0.2038940297677927,1,Crisis
2016-12-01,0.7154538021259205,-0.2038940297677927,1,Crisis
2017-01-01,0.680062242067514,-0.2038940297677927,1,Crisis
2017-02-01,0.684741881205686,-0.2038940297677927,1,Crisis
2017-03-01,0.6926989966242525,-0.2038940297677927,1,Crisis
2017-04-01,0.4193618303185209,-0.2038940297677927,1,Crisis
2017-05-01,0.23576810767711454,-0.2038940297677927,1,Crisis
2017-06-01,0.3482767249213037,-0.2038940297677927,1,Crisis
2017-07-01,0.2738352486926887,-0.2038940297677927,1,Crisis
2017-08-01,0.5099857206615876,-0.2038940297677927,1,Crisis
2017-09-01,-0.3188410515178597,-0.2038940297677927,0,Stable
2017-10-01,-0.18635146945286118,-0.2038940297677927,1,Crisis
2017-11-01,0.44368098159508484,-0.2038940297677927,1,Crisis
2017-12-01,0.06645362416566325,-0.2038940297677927,1,Crisis
2018-01-01,-0.31511955336361863,-0.2038940297677927,0,Stable
2018-02-01,0.41584889147239235,-0.2038940297677927,1,Crisis
2018-03-01,0.6689639741598308,-0.2038940297677927,1,Crisis
2018-04-01,0.5588158711719249,-0.2038940297677927,1,Crisis
2018-05-01,0.3515194816710032,-0.2038940297677927,1,Crisis
2018-06-01,1.003292875083961,-0.2038940297677927,1,Crisis
2018-07-01,0.7665161990888292,-0.2038940297677927,1,Crisis
2018-08-01,0.24716614484350252,-0.2038940297677927,1,Crisis
2018-09-01,0.6067592567026381,-0.2038940297677927,1,Crisis
2018-10-01,3.0576023083587645,-0.2038940297677927,1,Crisis
2018-11-01,3.714781838198755,-0.2038940297677927,1,Crisis
2018-12-01,3.1314520072781793,-0.2038940297677927,1,Crisis
2019-01-01,1.8966487954619415,-0.2038940297677927,1,Crisis
2019-02-01,0.8457935777218317,-0.2038940297677927,1,Crisis
2019-03-01,-1.7665505706143891,-0.2038940297677927,0,Stable
2019-04-01,-0.16771826918332566,-0.2038940297677927,1,Crisis
2019-05-01,-1.9382891846607908,-0.2038940297677927,0,Stable
2019-06-01,0.8627876722368866,-0.2038940297677927,1,Crisis
2019-07-01,0.17797331819471296,-0.2038940297677927,1,Crisis
2019-08-01,-0.3288498754700053,-0.2038940297677927,0,Stable
2019-09-01,1.1686164454592696,-0.2038940297677927,1,Crisis
2019-10-01,1.606677809086965,-0.2038940297677927,1,Crisis
2019-11-01,0.28650838645445376,-0.2038940297677927,1,Crisis
2019-12-01,-0.5539515375133308,-0.2038940297677927,0,Stable
2020-01-01,0.4916502644595866,-0.2038940297677927,1,Crisis
2020-02-01,0.06859914259349509,-0.2038940297677927,1,Crisis
2020-03-01,0.09910551345424512,-0.2038940297677927,1,Crisis
2020-04-01,1.6021346368296552,-0.2038940297677927,1,Crisis
2020-05-01,3.7655869139062714,-0.2038940297677927,1,Crisis
2020-06-01,-1.9916531489347578,-0.2038940297677927,0,Stable
2020-07-01,-0.8915312529160002,-0.2038940297677927,0,Stable
2020-08-01,-0.07144759388929556,-0.2038940297677927,1,Crisis
2020-09-01,-0.47637070987741614,-0.2038940297677927,0,Stable
2020-10-01,0.053556097848606043,-0.2038940297677927,1,Crisis
2020-11-01,-0.3109997788614205,-0.2038940297677927,0,Stable
2020-12-01,0.2346825819097509,-0.2038940297677927,1,Crisis
2021-01-01,0.9866922353516605,-0.2038940297677927,1,Crisis
2021-02-01,2.2128467167364274,-0.2038940297677927,1,Crisis
2021-03-01,1.8514616057218714,-0.2038940297677927,1,Crisis
2021-04-01,1.3310707909170993,-0.2038940297677927,1,Crisis
2021-05-01,-0.10920307658082162,-0.2038940297677927,1,Crisis
2021-06-01,0.05649174564579251,-0.2038940297677927,1,Crisis
2021-07-01,0.550115104915716,-0.2038940297677927,1,Crisis
2021-08-01,0.5157700287325095,-0.2038940297677927,1,Crisis
2021-09-01,0.12409493161706919,-0.2038940297677927,1,Crisis
2021-10-01,0.038417731817119716,-0.2038940297677927,1,Crisis
2021-11-01,0.44160915004920476,-0.2038940297677927,1,Crisis
2021-12-01,0.5652654148528446,-0.2038940297677927,1,Crisis
2022-01-01,0.3674197620443964,-0.2038940297677927,1,Crisis
2022-02-01,-0.05511175108304789,-0.2038940297677927,1,Crisis
2022-03-01,0.08140030320746838,-0.2038940297677927,1,Crisis
2022-04-01,25.064564818027947,-0.2038940297677927,1,Crisis
2022-05-01,26.792612204879475,-0.2038940297677927,1,Crisis
2022-06-01,11.228567584281922,-0.2038940297677927,1,Crisis
2022-07-01,0.09099206612053212,-0.2038940297677927,1,Crisis
2022-08-01,0.14441182326234703,-0.2038940297677927,1,Crisis
2022-09-01,-0.1805764782966679,-0.2038940297677927,1,Crisis
2022-10-01,0.6827137211207868,-0.2038940297677927,1,Crisis
2022-11-01,0.8273643169605327,-0.2038940297677927,1,Crisis
2022-12-01,0.2199548208376756,-0.2038940297677927,1,Crisis
2023-01-01,0.13722519462293636,-0.2038940297677927,1,Crisis
2023-02-01,0.20892864321386817,-0.2038940297677927,1,Crisis
2023-03-01,-0.35552075176193965,-0.2038940297677927,0,Stable
2023-04-01,-9.70889099743526,-0.2038940297677927,0,Stable
2023-05-01,-2.502033186365693,-0.2038940297677927,0,Stable
2023-06-01,-3.0787880306594517,-0.2038940297677927,0,Stable
2023-07-01,-2.518227651735505,-0.2038940297677927,0,Stable
2023-08-01,5.771809721972199,-0.2038940297677927,1,Crisis
2023-09-01,0.4498217294205187,-0.2038940297677927,1,Crisis
2023-10-01,0.61811836643757,-0.2038940297677927,1,Crisis
2023-11-01,0.7356719651050447,-0.2038940297677927,1,Crisis
2023-12-01,0.9419821153313856,-0.2038940297677927,1,Crisis
2024-01-01,-0.5106965693816745,-0.2038940297677927,0,Stable
2024-02-01,-1.8058863741566067,-0.2038940297677927,0,Stable
2024-03-01,-2.640484515484509,-0.2038940297677927,0,Stable
2024-04-01,-2.2552924049740075,-0.2038940297677927,0,Stable
2024-05-01,-1.9226870444571165,-0.2038940297677927,0,Stable
2024-06-01,0.20390162549333013,-0.2038940297677927,1,Crisis
2024-07-01,1.4392278720717577,-0.2038940297677927,1,Crisis
2024-08-01,-0.21442046748004762,-0.2038940297677927,0,Stable
2024-09-01,-0.9915666707228987,-0.2038940297677927,0,Stable
2024-10-01,0.2184987867654975,-0.2038940297677927,1,Crisis
2024-11-01,-2.5292261367658497,-0.2038940297677927,0,Stable
2024-12-01,-0.5093488599832829,-0.2038940297677927,0,Stable
